Test,Id,Year_of_study,Gender,Secondary_school,finale srednja,Cources_mathematics,Cources_statistics,1. task-Maternity hospital,1. task-comment,1.task -comment-code,2. task-lotto,2. task-comment,2. task-comment-code,3. task-correlation,3.task-comment,3.task- comment-code,4. task-worker,4. task -comment,4.task-commnet-code,5. task-urn,5. task-comment,5.task-comment-code,6.task-lawyer_or_musician,6.task- comment,6. task -comment-code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-obrnuto,19,20,Komentar
C,909,third-fourth,m,g,gimnazija,2,no,a,,0,g,Zato sto je pre pocetka igre sve moguce jer se nikada ne zna.,11,v,,10,v,,0,,,,,,,2,3,3,3,4,4,4,5,3,3,4,3,5,5,5,5,5,4,2,4,5,
C,910,third-fourth,m,g,gimnazija,2,no,v,"Nema veze koliko se beba radja, ako se radjaju podjednako, onda su sanse da se rodi vise od 60% decaka potpun iste.",1,g,Zato sto se nasumicno biraju brojevi I svi imaju jednaku sansu da budu izvuceni.,11,b,Dat neki racun.,2,v,Jer klise sto ga opisuje ne govori o njegovoj struci.,2,,,,,,,2,1,3,3,5,4,4,3,4,3,3,4,3,4,4,5,4,4,4,2,2,
C,911,third-fourth,m,g,gimnazija,2,no,b,"Zbog manjeg broja dece, vece su sanse da dodje do izuzetka.",12,g,Potpuno je nebitno da li je jednociferena ili dvocifrena sve imaju istu sansu.,11,v,Mislim da je mali uzorak na osnovu koga bi se tako nesto zakljucilo. ,111,a,Veca je sansa da se izabere IT jer ih ima vise.,11,,,,,,,1,2,5,3,4,3,3,1,2,3,2,3,4,4,3,4,4,5,2,4,5,
D,912,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,b,,10,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,
D,913,third-fourth,m,g,gimnazija,2,no,,,,g,Sve kombinacije imaju istu sanasu za dobitak I ako deluje da v ima najvise sansi.,11,,,,a,Zato sto je 70% radnika it.,11,b,"Prva 50%, u drugoj imamam 90% odgovarajucih u trecem imam dosta pokusaja ali smao 10%.",2,b,Umetnost voli iz hobija.,12,3,3,5,4,5,4,4,4,4,3,4,4,5,4,3,5,5,5,5,1,4,
D,914,third-fourth,m,g,gimnazija,2,no,,,,v,Sto razlicitiji brojevi imaju vece sanse,1,,,,v,"Radnika sa diplomomom inzenjera je 2.5 puta vise nego radnika sa diplomom pravnog fakulteta, stoga verovatnoca nije 70%, nego je malo umanjena",12,v,Vise pokusaja znaci vece sanse da se izvuce prava boja kuglice,11,b,"Razlog je taj sto se na bavi umetnoscu, samo je voli",12,3,2,3,4,4,3,4,3,4,3,4,3,5,3,4,5,4,4,3,3,5,
D,915,third-fourth,m,g,gimnazija,2,no,,,,g,,10,,,,a,,10,b,,0,a,,0,4,4,5,5,5,4,4,4,5,4,5,4,5,4,5,5,5,3,4,2,4,
D,916,third-fourth,f,g,gimnazija,2,no ,,,,g,,10,,,,a,Jer ima vise zaposlenih sa tom diplomom pa je i sansa da se izvue neko od njih veca,11,b,,0,b,,10,2,1,4,2,3,5,4,1,3,1,3,2,2,4,5,5,5,5,5,1,3,
D,917,third-fourth,m,v,elektro,2,no,,,,g,,10,,,,a,Zbog toga sto ima vise inzinjera,11,b,,0,a,,0,2,3,4,5,5,4,4,5,3,4,3,3,4,4,4,5,5,4,3,3,5,
D,918,third-fourth,f,g,gimnazija,2,no,,,,g,,10,,,,a,"Zato sto su vece sanse da se odabere inznejer informacionih tehnologija, jer oni predstavljaju vecinu u kompaniji",11,a,Zato sto su sanse 50-59,1,a,Zato sto su cinjenice takve da ukazuju na to da on ima umetnicki duh i da se bavi time,1,3,2,4,4,5,5,4,5,4,3,4,4,3,2,2,4,5,4,4,2,4,
D,919,third-fourth,m,g,gimnazija,2,no,,,,g,"U gomili kombinacija koji se nalaze na loto listicu, kao i nasumicnosti izvlacenja sve imaju prakticno istu sansu",11,,,,v,Ili je inzenjer ili nije,1,b,"Uz najveci broj crvenih kuglica, kao i mogucnost zamene izvlacenja belih, mislim da je u igri pod b najveca sansa za dobitak",2,b,"Ljudi koji se ne bave primarno, mnogo cesce imaju sklonost ka toma da voli i obozavaju tu oblast koja im je sekundarna",2,1,2,5,4,2,2,4,4,3,2,2,3,3,2,4,5,4,3,4,2,4,
D,920,third-fourth,m,g,gimnazija,2,no,,,,g,Kombinatorika je ista,11,,,,a,Po broju inzinjera i pravnika recimo od 7 inzinjera i 3 pravnika odnos je 7:3,11,v,,10,a,"Zanima ga pozoriste, muzika, umestnost i oepra. Verovatnije je da je marko clan filharmonije na osnovu njegovih interesovanja.",1,2,2,5,4,4,3,4,4,2,1,2,3,3,3,4,5,5,5,4,2,5,
D,921,third-fourth,m,g,gimnazija,2,no,,,,g,,10,,,,v,Ili je inzenjer ili ne,1,a,"Vise a nego b. Jer a. treba jedna (sanse su 50-50), b. treba cak 7 tako da su crvena, opet se moze izvuci neka bela kuglica",1,a,"Shodno tvrdnji da obozava opere, meni logican odgovar je pod a.",1,2,3,4,3,5,5,3,3,1,1,2,2,3,2,4,3,4,4,2,4,4,
D,922,third-fourth,m,v,elektro,2,no,,,,v,,1,,,,a,70% jer je ukupna sansa za inzenjere it 70%,11,v,,10,a,,0,2,3,2,4,5,4,5,5,3,2,2,2,3,4,4,4,4,3,3,3,3,
D,923,third-fourth,f,g,gimnazija,2,no,,,,v,,1,,,,a,,10,b,,0,b,,10,2,3,5,5,5,5,3,5,3,3,3,3,3,3,2,3,4,3,3,3,5,
D,924,third-fourth,f,v,elektro,2,no,,,,g,,10,,,,v,,0,v,,0,a,,0,1,3,5,4,4,5,4,4,3,3,3,3,4,3,2,3,4,3,1,5,4,
D,925,third-fourth,m,v,elektro,2,no,,,,g,Svaka loptica ima podjednake sanse,11,,,,a,,10,b,Zato jer imamo najvecu sansu,2,a,,0,1,1,3,4,5,3,4,4,2,3,2,1,3,1,4,4,5,5,3,3,2,
D,926,third-fourth,f,g,gimnazija,2,no,,,,g,,10,,,,a,,10,v,,10,a,,0,1,2,5,3,5,5,4,4,3,3,3,3,5,3,3,4,5,5,4,2,5,
D,927,third-fourth,m,g,gimnazija,2,no,,,,g,,10,,,,a,,10,v,,10,a,,0,1,3,5,3,5,5,5,2,2,1,4,4,5,3,3,5,5,5,5,1,3,
D,929,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,Vise je inzenjere,11,a,,0,a,,0,2,1,5,1,4,5,5,3,1,3,5,2,4,5,4,4,3,3,5,1,5,
D,930,third-fourth,m,g,gimnazija,2,no,,,,v,,0,,,,v,I ing mogu da se bave sportom.,2,b,,0,a,Zato sto se bavi poslovima koji su vise vezani za filharmoniju.,1,2,3,3,3,4,3,3,3,2,2,2,1,2,3,1,3,4,2,4,2,3,
D,931,third-fourth,m,g,gimnazija,2,no,,,,g,Ne igram loto ali eto da odaberm g.,13,,,,v,Zato sto se kompanija deli na dve vrste radnika.,1,a,Ovako je najpostenije da sam odabrao pod b mislim da bih izvukao bas belu.,1,b,Smatram da ako covek zeli da se bavi jednom profesijom nece da ga to okpira u slobodno vreme.,12,1,2,3,3,5,3,5,3,3,3,3,3,5,3,5,5,5,5,3,3,3,
C,932,first,m,v,elektro,0,no,v,,0,g,,10,b,Zato sto u prvoj grupi ima vise zena a u drugoj priblizno isto.,1,a,Zatos to ima vise radnika sa tom diplomom.,11,,,,,,,2,2,3,3,4,5,5,5,4,3,3,3,4,4,4,3,3,3,3,3,3,
C,933,first,m,g,gimnazija,0,no,b,,10,g,,10,b,,0,a,,10,,,,,,,1,3,5,5,5,5,4,5,4,5,2,2,3,2,2,3,3,3,3,3,5,
C,934,first,m,g,gimnazija,0,no,v,Zavisi samo od pola a ne od broja rodjene dece.,1,g,Realno gledano loto je namesten I zavisi samo od ljudi koji namestaju loto. Statisticki gledano nejveca sansa je za kombinaciju pod v.,13,v,Ne mozemo zakljuciti jer ne znamo procenat muskaraca I zena koji su korsitili telefon tokom voznje.,11,a,,10,,,,,,,2,1,5,3,5,5,3,4,4,3,1,1,1,1,1,5,5,5,5,1,5,
C,935,first,m,v,elektro,0,no,v,samo sto je u prodilistu sa 45 beba rodjeno vise decka.,1,g,Loto je uvek namesten,13,a,Kratak racun,2,v,,0,,,,,,,1,3,5,5,5,5,4,5,3,2,2,1,1,2,4,5,4,2,1,5,5,
C,936,first,m,v,elektro,0,no,v,,0,g,,10,v,,10,v,Zbog toga sto imamo 2 vrste radnika,1,,,,,,,2,2,5,5,4,3,5,5,5,4,5,2,3,5,3,3,3,3,3,3,3,
C,937,first,m,v,elektro,0,no,a,,0,v,,1,v,,10,v,,0,,,,,,,5,3,4,4,5,5,5,5,4,2,4,5,3,4,3,4,5,4,5,1,5,
C,938,first,m,v,elektro,0,no,v,Zato sto je opet jednak br deaka I devojcica.,1,g,Namesten je loto.,13,b,Zato sto ima veci broj zena u prvoj grupi.,1,a,Zato sto je birano nasumicno.,11,,,,,,,4,2,5,4,5,4,4,4,4,5,4,3,3,4,4,5,3,2,3,3,4,"Kul anketa, samo tako nastavite, respect."
C,939,first,f,g,gimnazija,0,no,v,,0,g,Posto je random moze bilo koja kombinacija da bude.,11,v,,10,v,,0,,,,,,,1,3,4,4,5,5,4,4,2,3,2,2,4,3,5,5,5,4,5,1,5,
C,940,first,f,g,gimnazija,0,no,b,,10,g,,10,v,,10,v,,0,,,,,,,1,2,5,4,5,5,3,4,3,3,3,2,3,4,5,5,5,3,4,2,5,
C,941,first,m,v,elektro,0,no,a,Veci broj beba vece su I sanse da bude vise decaka.,2,v,Male su sanse da dodje neki uredjeni niz.,1,b,Veci broj ispitanika u prvoj grupi su zene.,1,v,Postoje dve opcije za Milanovu profesiju dakle snase su 50:50.,1,,,,,,,3,2,5,4,5,4,5,4,3,3,4,3,4,3,3,3,4,3,2,4,4,
C,942,first,m,v,elektro,0,no,a,,0,g,,10,b,,0,a,,10,,,,,,,1,2,5,5,5,5,3,5,5,4,2,1,5,3,3,5,5,3,2,4,5,
C,943,first,m,g,gimnazija,0,no,v,,0,v,,0,v,,10,a,,10,,,,,,,2,2,5,3,4,3,2,3,2,2,3,1,4,3,4,3,1,4,1,5,5,Skolsko gradivo treba posboljsati I nauciti ljude da razmisljaju.
C,944,first,f,g,gimnazija,0,no,a,,0,g,,10,b,U prvoj grupi je vise zena,1,a,Primena terije verovatnoce,13,,,,,,,3,2,5,4,5,4,5,1,3,2,4,3,5,5,4,5,5,4,3,3,5,
C,945,first,f,g,gimnazija,0,no,v,,0,g,,10,v,,10,v,,0,,,,,,,1,3,4,5,5,4,3,5,1,5,3,1,4,4,5,5,5,3,3,3,5,
C,946,first,f,g,gimnazija,0,no,v,,0,g,,10,v,,10,a,,10,,,,,,,1,3,4,5,5,3,4,4,3,4,2,2,3,3,3,5,5,5,5,1,5,
C,947,first,f,g,gimnazija,0,no,v,,0,g,,10,a,,0,a,,10,,,,,,,1,3,4,5,5,4,4,5,3,3,2,3,3,4,5,5,5,5,4,2,5,
C,948,first,m,v,elektro,0,no,b,,10,v,,1,b,,0,v,,0,,,,,,,1,2,3,2,4,4,3,3,3,5,4,3,3,4,4,5,5,4,5,1,5,
C,949,first,f,g,gimnazija,0,no,b,,10,v,,1,b,,0,v,,0,,,,,,,3,1,4,4,5,3,3,4,4,3,3,2,2,3,4,5,4,3,4,2,5,
C,950,first,m,v,elektro,0,no,b,,10,v,,1,b,,0,v,,0,,,,,,,2,2,3,3,3,4,3,3,2,2,3,2,5,3,2,5,4,3,3,3,5,
C,951,first,m,v,elektro,0,no,a,,0,v,,1,v,,10,v,,0,,,,,,,1,2,3,5,5,3,4,4,1,3,1,1,1,1,1,3,1,1,2,4,5,
C,952,first,f,g,gimnazija,0,no,v,,0,g,,10,b,,0,a,,10,,,,,,,3,2,4,5,5,4,4,5,5,4,3,3,3,4,5,5,5,5,3,3,5,
C,953,first,f,g,gimnazija,0,no,v,Nisam vesta u ovome prosto sam zaokruila.,3,v,Zbog razicite brojene kombinacije.,1,b,Generalno iz zivota mislim da su zene savesniji vozaci.,2,v,Pola pola.,1,,,,,,,1,1,5,4,5,5,4,5,1,2,1,1,5,1,3,5,5,5,5,1,5,
C,954,first,m,g,gimnazija,0,no,v,Do odgovora sam dosao iskljucivo logikom.,3,g,Jednostavno sve loptice imaju iste sanse da budu izvucene iz bubnja.,1,b,Isto neka logika,2,a,,10,,,,,,,3,2,3,5,5,5,5,5,4,5,4,4,3,5,5,5,5,3,5,1,5,Konacno kraj:)
C,955,first,f,v,elektro,0,no,v,,0,v,,0,v,,10,v,,0,,,,,,,2,1,4,3,5,4,3,4,3,3,3,4,3,2,4,2,3,5,5,1,3,
C,956,first,f,g,gimnazija,0,no,v,,0,g,,10,b,,0,a,Radnika sa diplomom It ima vise pa su vece sanse da ce jedan od njih biti izabran.,11,,,,,,,2,3,4,5,4,5,2,3,4,4,3,2,4,3,3,4,4,2,4,2,5,
C,957,first,f,g,gimnazija,0,no,b,,10,v,,0,a,,0,v,,0,,,,,,,1,3,4,4,5,4,2,4,1,4,2,1,3,1,3,5,5,3,4,2,5,
C,958,first,m,g,gimnazija,0,no,v,,0,v,,0,v,,10,v,,0,,,,,,,3,2,5,5,4,4,3,4,3,4,5,4,3,2,4,3,5,4,3,3,4,
C,959,first,f,v,elektro,0,no,b,,10,g,,10,v,,10,a,,0,,,,,,,3,3,2,3,4,5,5,5,5,1,2,3,3,3,5,4,5,4,5,1,5,
C,960,first,m,v,elektro,0,no,v,,0,v,,0,v,,10,v,bez predrasuda.,2,,,,,,,1,2,3,3,4,5,5,4,2,2,2,1,3,1,1,4,2,2,4,2,5,Zanimljiva nauka ta statistika.
C,961,first,m,g,gimnazija,0,no,b,,10,g,,10,v,,10,v,,0,,,,,,,1,1,4,2,2,3,4,5,1,3,1,3,3,1,2,5,4,4,4,2,4,
C,962,first,f,g,gimnazija,0,no,a,,0,v,,0,v,Veci broj ispitanika u prvoj grupi su zene.,1,v,,0,,,,,,,1,3,3,3,3,3,3,3,1,4,3,3,1,1,3,3,2,3,4,2,5,
C,963,first,f,g,gimnazija,0,no,a,,0,g,,10,a,,0,a,,10,,,,,,,2,2,1,3,5,5,5,3,2,1,1,2,4,3,2,5,5,5,4,2,5,
C,964,first,f,g,gimnazija,0,no,b,,10,v,,0,b,,0,v,,0,,,,,,,2,4,4,3,4,5,4,3,4,3,4,3,4,2,3,5,5,5,4,2,4,
C,965,first,m,g,gimnazija,0,no,v,,0,g,Sve kombinacije imaju iste sanse.,11,b,U prvoj grupi ima vise zena.,1,a,,10,,,,,,,1,3,4,5,5,5,2,5,3,5,3,2,5,4,4,5,5,3,4,2,5,
C,966,first,m,g,gimnazija,0,no,b,,10,v,,0,b,,0,a,,10,,,,,,,3,3,3,4,5,4,4,3,3,2,3,3,3,2,3,4,4,4,4,2,4,
C,967,first,m,v,elektro,0,no,b,,10,v,,0,b,,0,a,,10,,,,,,,2,1,3,3,4,2,5,5,3,5,1,3,4,4,5,4,2,1,5,1,4,
C,968,first,m,g,gimnazija,0,no,v,Zato sto je rec o procentu ato nema nikakve veze sa brojem beba.,1,g,,10,v,Moze se dati samo gruba pretpostavka u odnosu na pol.,12,a,,10,,,,,,,3,2,5,5,5,5,4,5,3,4,4,5,5,5,5,5,5,5,5,1,5,Jedina je zamerka sto moram izabrati jedan od 5 odgovora ane mogu dati svoje obrazlozenje.
C,969,first,m,v,elektro,0,no,v,Nije bitno koliko se beba radja 60% je u oba slucaja.,1,v,,0,v,,10,a,,10,,,,,,,1,3,4,5,5,3,3,3,4,5,5,3,5,4,3,4,3,1,3,3,4,
C,970,first,m,v,elektro,0,no,v,Gleda se broj dana a ne broj decka.,1,v,,0,b,,0,a,,10,,,,,,,1,2,4,3,5,2,4,2,3,2,2,4,3,2,3,3,4,4,4,2,5,
C,971,first,m,g,gimnazija,0,no,b,Ima manje mogucih ishoda pa je verovatnoca za svaki ishod veca.,13,g,,10,b,,0,a,,10,,,,,,,5,3,4,5,5,3,5,5,5,5,2,5,1,3,5,5,5,5,2,4,5,
C,972,first,m,g,gimnazija,0,no,a,Zato sto se u prvom radja vise beba pa je veca mogucnost za vise decaka.,2,g,Smatram da je loto igra na srecu I zbog toga svaka kombinacija moze biti dobitna.,13,b,Po ovim podacima zene cesce koriste telefon mada sam misljenja da su to u relanosti muskarci.,1,a,U firmi ima vise IT radnika.,11,,,,,,,3,3,4,5,5,4,3,5,3,4,3,3,4,3,2,3,4,4,3,3,5,
C,973,first,f,g,gimnazija,0,no,a,ne znam,3,v,ne znam,3,v,ne znam,12,v,ne znam,3,,,,,,,1,2,4,4,5,5,4,1,2,2,3,1,2,1,3,5,5,3,3,3,5,
C,974,first,m,g,gimnazija,0,no,b,Manje porodiliste ima vecu slobodu,11,g,,10,b,Zbog veceg broja zena u prvoj grupi,1,a,Zbog veceg broja inzenjera,11,,,,,,,1,4,5,5,5,3,3,5,5,5,5,1,5,3,3,5,5,4,4,2,5,
C,975,first,m,v,elektro,0,no,v,Pa ako na godisnjem nivou se radi priblizno jednak broj decaka i devojcica ne mora da znaci da ima vise decaka u vecem porodilistu,1,g,Loto su nasumicno birane cifre tako da se moze pisati bilo koja kombinacija,11,b,U prvoj grupi je bilo vise zena i samim tim veci je bio procenat dok u drugoj grupi ima manje zena od muskaraca,1,a,Zato sto ce u toj firmi 7 od 10 biti sa duplomom inzenjera it samim tim je veca verovatnoca,11,,,,,,,2,3,3,4,5,3,3,5,3,2,3,2,3,3,2,4,2,2,3,3,5,
C,976,first,f,g,gimnazija,0,no,v,,0,g,,10,b,,0,v,,0,,,,,,,1,1,5,5,5,4,3,4,4,5,3,3,2,3,3,5,5,3,3,3,4,
C,977,first,m,g,gimnazija,0,no,v,,0,g,,10,b,,0,v,,0,,,,,,,4,2,5,5,5,3,5,4,5,3,5,5,4,3,3,4,5,5,5,1,5,
C,978,first,m,g,gimnazija,0,no,b,,10,g,"na svakoj od 7 loptica moraju biti razlicite cifre, nije bitan redosled izvucenih cifara, samo vrednost",11,v,nema dovoljno podataka,111,a,Iz ukupnog broja radnika 70% njih je inzenjer it,11,,,,,,,4,2,5,5,5,5,5,5,4,5,4,3,5,4,4,5,5,4,5,1,5,
C,979,first,f,g,gimnazija,0,no,b,,10,g,jer je igra namestena,13,b,U prvoj grupi ima vise zena.,1,v,,0,,,,,,,2,4,3,5,3,4,2,5,1,2,1,1,3,1,4,5,5,5,5,1,5,
C,980,first,f,g,gimnazija,0,no,a,Veci broj dece je u vecem porodilistu,2,v,,0,b,,0,v,,0,,,,,,,3,2,3,4,5,5,4,3,3,3,3,4,4,4,5,5,5,5,2,4,5,
C,981,first,f,v,elektro,0,no,b,,10,v,,0,v,,10,v,,0,,,,,,,1,3,3,5,4,4,4,5,3,3,2,1,3,4,5,5,5,2,2,4,5,
C,982,first,m,g,gimnazija,0,no,v,Zato sto na godisnjem nivou je jednak broj,1,v,Sto vise imamo razbacane brojeve veca je sansa,1,b,"Zato sto u prvoj grupi imamo vise zena i 70%, a ud rugoj vise muskaraca i 40%",1,v,Imamo dva izbora,1,,,,,,,1,2,3,3,5,4,5,5,4,5,4,3,5,4,4,5,5,5,5,1,5,
C,983,first,m,g,gimnazija,0,no,b,,10,g,,10,v,,10,a,,10,,,,,,,2,3,5,4,5,3,3,5,2,2,1,2,5,4,3,4,2,3,4,2,5,
C,984,first,f,g,gimnazija,0,no,v,,0,v,,0,a,,0,a,,10,,,,,,,3,3,2,5,5,4,5,4,3,4,4,4,2,5,3,5,5,4,3,3,5,
C,985,first,m,g,gimnazija,0,no,v,,0,g,,10,b,,0,a,,10,,,,,,,1,3,3,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,1,5,
D,986,first,m,v,elektro,0,no,,,,g,,10,,,,v,Nije tacno da se IT strucnjaci ne bave sportom a pravnici mogu biti ambiciozni tako da su sanse 50-50.,2,v,"Veca je sansa za dobitak zato sto treca igra predstavlja jednu od najtezih. Samim tim da se izvuce 1 crvena gde su 90%% bele o 10% crvene je ravna 0, jer je rezultat  puka sreca, ali I najveci dobitak.",12,a,Iz talenta sledi da je odabrao filharmoniju.,1,5,3,5,5,4,5,5,4,5,2,3,5,4,3,3,5,5,4,1,5,5,
D,987,first,m,v,elektro,0,no,,,,g,,10,,,,v,,0,b,,0,b,Moj brat je potpuno opisan ovim recenicama I stuira pravo.,12,2,2,4,4,4,3,4,4,3,3,3,2,3,2,2,4,4,3,4,2,5,Zanimljivo
D,988,first,m,g,gimnazija,0,no,,,,g,Iz licnog iskustva znam da je loto igra na srecu.,13,,,,a,Zato sto je vise IT.,11,a,Zato sto je sansa 50% sto je vise nego drugim opcijama gde je rizik veci.,1,a,Zog strasti iz detinjstva prema umetnosti.,1,2,2,3,4,5,4,3,4,3,3,4,4,3,4,3,5,5,3,3,3,5,
D,989,first,m,v,elektro,0,no,,,,v,,0,,,,a,,10,a,,0,a,,0,1,1,5,4,5,4,4,3,3,3,3,4,4,3,3,5,4,3,2,4,4,
D,990,first,m,g,gimnazija,0,no,,,,g,Zato sto je sreca najveci faktor,13,,,,a,Zato sto je logizno.,11,a,Najveca je sansa kada je 50% jednih I 50% drugih.,1,a,Ako je upisao ono sto je voleo onda je clan beogradske filharmonije.,1,1,3,1,5,5,5,5,4,5,4,5,3,3,3,3,3,5,3,1,5,5,
D,991,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,,10,a,,0,a,,0,1,3,4,3,5,3,4,3,2,2,3,1,4,3,4,4,5,3,3,3,4,
D,992,first,m,v,elektro,0,no,,,,v,,0,,,,v,Milan moze da bude I jedno I drugo.,1,a,,0,a,,0,1,2,4,5,5,4,4,5,3,4,3,1,3,1,2,4,2,2,3,3,5,
D,993,first,f,g,gimnazija,0,no,,,,g,,10,,,,v,,0,b,,0,a,,0,1,3,4,4,4,3,5,4,3,1,2,1,3,2,3,5,5,4,4,2,5,
D,994,first,m,v,elektro,0,no,,,,g,,10,,,,v,,0,a,,0,a,,0,1,3,3,4,4,3,3,4,5,2,3,4,1,2,3,3,3,4,2,4,1,Bilo je zanimljivo.
D,995,first,m,v,elektro,0,no,,,,g,Kockar sam po zanimanju.,13,,,,a,Ali ako imam vremena za vezbanje I olivanje tesko da je IT lik.,12,a,,0,a,,0,1,3,5,5,5,5,2,5,1,5,1,1,1,1,5,5,5,3,4,2,5,"Divna anketa, bilo je zanimljivo."
D,996,first,f,g,gimnazija,0,no,,,,v,,0,,,,b,,0,a,,0,b,,10,1,3,2,4,5,5,3,3,1,4,1,1,3,1,3,5,3,3,5,1,5,
D,997,first,m,g,gimnazija,0,no,,,,v,,0,,,,a,Zato sto je vise IT.,11,v,,10,b,,10,1,2,4,4,4,5,4,3,4,2,5,5,1,4,4,5,5,2,3,3,5,
D,998,first,f,g,gimnazija,0,no,,,,v,Male su sanse da se izvuku brojevi jedan za drugim.,1,,,,a,Veci broj radnika ima dipolonu IT.,11,a,Nije naglaseno koliko imamsansi da izvucem crvenu kuglicu.,1,a,voli umetnost.,1,4,3,3,5,5,5,4,5,5,5,4,4,5,5,5,5,3,3,5,1,5,
D,999,first,m,g,gimnazija,0,no,,,,g,Postoji 15 miliona kombinacija I svaka ima podjednake sanse.,11,,,,a,zato sto je veci broj ing u kompaniji samim tim I veca veovatnoca.,11,v,,10,b,Veca je verovatnoca da osoba bude pravnik nego clan BG filharmonije.,11,2,3,5,4,5,3,4,5,3,4,3,2,3,3,4,4,5,4,3,3,4,
D,1000,first,m,g,gimnazija,0,no,,,,g,U nasumicnom izvlacenju svaki broj ima istu sansu da bude izvucen.,11,,,,a,U tekstu je navedeno da ima 70% IT radnika.,11,a,U slucaju b I v sanse su 0.9^7 *100% sto je manje od 50%,2,a,Markova interesovanja ukazuju na to.,1,2,2,4,5,4,5,4,5,5,5,5,4,2,5,4,5,5,4,5,1,5,
D,1001,first,f,g,gimnazija,0,no,,,,v,,0,,,,v,,0,b,,0,a,,0,1,2,4,4,5,3,4,4,3,2,3,2,3,3,2,4,5,5,3,3,4,
D,1002,first,f,g,gimnazija,0,no,,,,g,,10,,,,v,,0,v,,10,b,,10,3,4,4,4,4,5,5,3,3,5,3,3,2,3,3,5,5,5,4,2,4,
D,1003,first,f,g,gimnazija,0,no,,,,g,,10,,,,v,,0,a,,0,b,To sto voli ne znaci da je dobar u tome,12,1,2,3,5,5,5,4,5,3,2,3,3,4,3,4,5,5,4,5,1,5,
D,1004,first,f,g,gimnazija,0,no,,,,g,,10,,,,a,,10,b,,0,a,,0,1,2,4,4,5,3,3,5,3,2,2,2,3,3,2,5,4,4,3,3,5,
D,1005,first,f,g,gimnazija,0,no,,,,v,,0,,,,a,,10,b,,0,a,,0,1,2,5,3,5,4,5,5,5,3,4,4,5,4,4,5,4,4,4,2,5,
D,1006,first,f,g,gimnazija,0,no,,,,v,,0,,,,a,,10,v,,10,a,,0,2,2,3,4,5,2,3,4,2,3,2,2,5,3,4,5,5,5,5,1,5,
D,1007,first,f,g,gimnazija,0,no,,,,g,U sustini je nebitan redosled.,11,,,,a,Zato sto je dosta radnika sa diplomom it.,11,a,Zato sto je sansa 50% sto je vise nego drugim opcijama gde je rizik veci.,1,a,Vrlo je moguce da je prva vrdnja tacna mada moze Marko I da promeni svoja interesovanja.,1,1,2,1,2,3,4,3,5,3,4,3,2,3,2,5,5,5,4,5,1,5,
D,1008,first,f,g,gimnazija,0,no,,,,v,,0,,,,v,,0,b,,0,a,,0,3,2,3,5,5,5,4,5,5,5,5,3,5,4,4,5,5,4,3,3,5,
D,1009,first,f,g,gimnazija,0,no,,,,v,,0,,,,v,Zato sto moramo da ukljucimo mogucnost da je mozda izvucen I ravnik.,1,b,Volim rizik tako da bih zaokruzila ovu opciju,2,a,,0,3,2,5,4,5,3,5,4,5,3,4,5,3,5,5,5,5,5,5,1,4,
D,1010,first,f,g,gimnazija,0,no,,,,g,,10,,,,a,,10,v,,10,a,,0,1,2,3,4,5,4,4,4,3,3,3,2,3,3,5,5,5,5,4,2,4,
D,1011,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,,10,a,,0,b,I ja se interesujem za umetnost pa sma upisao el fak.,12,1,3,4,3,3,3,1,4,2,4,2,1,2,2,2,2,2,2,2,4,1,
D,1012,first,f,g,gimnazija,0,no,,,,g,,10,,,,v,,0,b,,0,a,,0,2,2,3,3,5,5,4,3,3,3,3,4,3,3,2,3,4,5,5,1,3,
D,1013,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,Zato sto su 70% IT.,11,v,tacan racun,111,b,,10,2,1,5,4,3,3,4,5,3,3,3,2,4,1,3,2,4,3,5,1,5,
D,1014,first,f,v,elektro,0,no,,,,v,,0,,,,a,,10,b,,0,b,,10,4,2,3,4,5,5,5,4,3,4,4,4,2,2,4,5,5,3,4,2,5,
D,1015,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,,10,a,,0,a,,0,3,1,5,4,5,4,4,5,3,3,4,3,5,3,3,4,4,3,4,2,5,
D,1016,first,m,g,gimnazija,0,no,,,,g,Nikada se ne zna.,13,,,,v,50% je da je jedan ili drugi.,1,v,Sto je texe to je zanimljivije.,13,a,Ako voli muziku I pozoriste onda je to to.,1,1,4,3,3,3,4,3,3,3,3,3,4,5,3,3,3,3,4,2,4,3,
D,1017,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,,10,a,,0,a,,0,2,1,3,5,4,4,4,5,4,5,5,3,4,2,2,4,4,3,3,3,5,Sve pohvale za ovakve ankete treba ih biti vise.
D,1018,first,m,g,gimnazija,0,no,,,,g,,10,,,,a,Ima vise IT pa je logicno.,11,v,,10,a,,0,1,3,2,4,5,5,3,4,1,2,1,2,3,1,3,4,4,5,4,2,5,
